# V18 4000句训练数据 (自动生成)
# 格式: 编号 | 词:角色 词:角色 ...

888|样子:subj 打断:verb 法官:obj
889|矿物:subj 打工:verb 患者:obj
88|政体:subj 看过:verb 野生:obj
890|椅子:subj 开展:verb 危机:obj
891|读者:subj 打算:verb 人物:obj
892|记者:subj 学科:verb 儿子:obj
893|职工:subj 看看:verb 为主:obj
894|馒头:subj 拿到:verb 弹性:obj
895|前者:subj 开会:verb 高手:obj
896|晶体:subj 开出:verb 一体:obj
897|集体:subj 打工:verb 右手:obj
898|他人:subj 打仗:verb 实物:obj
899|脖子:subj 说完:verb 顺手:obj
89|旅客:subj 开通:verb 客人:obj
8|肚子:subj 关于:verb 女性:obj
900|世人:subj 开工:verb 自主:obj
901|一家:subj 打着:verb 男性:obj
902|身子:subj 写下:verb 集体:obj
903|鼻子:subj 开支:verb 飞机:obj
904|新生:subj 打倒:verb 媒体:obj
905|脑子:subj 打开:verb 犯人:obj
906|个性:subj 走向:verb 清兵:obj
907|招生:subj 听听:verb 念头:obj
908|集体:subj 开会:verb 肠子:obj
909|罢工:subj 抓住:verb 人人:obj
90|道人:subj 看待:verb 身体:obj
910|专家:subj 开会:verb 地主:obj
911|礼物:subj 喝酒:verb 杀人:obj
912|总体:subj 关键:verb 居民:obj
913|肠子:subj 走路:verb 惊人:obj
914|富人:subj 关于:verb 船长:obj
915|顾客:subj 推开:verb 君主:obj
916|妇人:subj 打量:verb 成员:obj
917|气体:subj 关节:verb 特性:obj
918|会长:subj 写道:verb 立体:obj
919|日子:subj 读书:verb 狮子:obj
91|食物:subj 把握:verb 身体:obj
920|党员:subj 说来:verb 父子:obj
921|各人:subj 开创:verb 成人:obj
922|军民:subj 拿出:verb 念头:obj
923|额头:subj 推开:verb 天体:obj
924|势头:subj 开创:verb 殖民:obj
925|延长:subj 开展:verb 本人:obj
926|帮主:subj 读书:verb 好生:obj
927|丫头:subj 学生:verb 出手:obj
928|莲子:subj 走路:verb 出手:obj
929|大师:subj 开辟:verb 市长:obj
92|区长:subj 关联:verb 二者:obj
930|老者:subj 学术:verb 组长:obj
931|肚子:subj 打败:verb 狮子:obj
932|别人:subj 走过:verb 增长:obj
933|摇头:subj 拿出:verb 画家:obj
934|万物:subj 学员:verb 总兵:obj
935|分工:subj 走上:verb 军长:obj
936|汉人:subj 打发:verb 胡子:obj
937|固体:subj 看作:verb 飞机:obj
938|擅长:subj 推送:verb 二人:obj
939|主人:subj 推送:verb 娘子:obj
93|母亲:subj 走出:verb 杀人:obj
940|骨头:subj 拿出:verb 动员:obj
941|立体:subj 说道:verb 臣民:obj
942|食物:subj 打出:verb 礼物:obj
943|一生:subj 打死:verb 各人:obj
944|二人:subj 打听:verb 行人:obj
945|长官:subj 说话:verb 回头:obj
946|孩子:subj 关节:verb 军民:obj
947|组长:subj 看着:verb 道人:obj
948|华人:subj 学术:verb 老子:obj
949|人生:subj 学费:verb 财物:obj
94|官兵:subj 开发:verb 国师:obj
950|士兵:subj 写道:verb 骨头:obj
951|孔子:subj 写下:verb 娘子:obj
952|下手:subj 看作:verb 理性:obj
953|使者:subj 开国:verb 低头:obj
954|人物:subj 打败:verb 民兵:obj
955|心头:subj 关闭:verb 莲子:obj
956|打工:subj 说起:verb 工具:obj
957|妇人:subj 学生:verb 组长:obj
958|天体:subj 关系:verb 个人:obj
959|右手:subj 开工:verb 用人:obj
95|嫂子:subj 学者:verb 莲子:obj
960|乡长:subj 跳槽:verb 磕头:obj
961|母亲:subj 走进:verb 个人:obj
962|朋友:subj 推行:verb 乘机:obj
963|军师:subj 开口:verb 分工:obj
964|主体:subj 打开:verb 文人:obj
965|大师:subj 开封:verb 私人:obj
966|我家:subj 走出:verb 女性:obj
967|人家:subj 走上:verb 飞机:obj
968|镜子:subj 推荐:verb 街头:obj
969|道具:subj 开支:verb 天子:obj
96|码头:subj 拿到:verb 法子:obj
970|帮主:subj 拿出:verb 文人:obj
971|太子:subj 打工:verb 女子:obj
972|步兵:subj 看成:verb 点头:obj
973|大体:subj 看法:verb 器官:obj
974|后人:subj 打着:verb 女人:obj
975|刊物:subj 说明:verb 团长:obj
976|动机:subj 推动:verb 好生:obj
977|施工:subj 关键:verb 顾客:obj
978|势头:subj 打仗:verb 镇长:obj
979|胆子:subj 打倒:verb 国家:obj
97|着手:subj 学位:verb 公民:obj
980|孔子:subj 学问:verb 工具:obj
981|长子:subj 打扮:verb 全长:obj
982|擅长:subj 学院:verb 所长:obj
983|男子:subj 打断:verb 多家:obj
984|立体:subj 说起:verb 人民:obj
985|教师:subj 开拓:verb 漫长:obj
986|顾客:subj 听取:verb 站长:obj
987|整体:subj 开工:verb 作家:obj
988|人员:subj 走来:verb 全体:obj
989|帮主:subj 说话:verb 大人:obj
98|最长:subj 看成:verb 脑子:obj
990|名人:subj 开来:verb 回头:obj
991|肠子:subj 说道:verb 旅客:obj
992|教主:subj 听到:verb 人工:obj
993|读者:subj 学术:verb 人工:obj
994|鼻子:subj 打出:verb 军官:obj
995|多家:subj 喝酒:verb 军官:obj
996|磕头:subj 读书:verb 太子:obj
997|发生:subj 听到:verb 帮主:obj
998|开工:subj 打出:verb 本性:obj
999|团长:subj 走来:verb 文物:obj
99|本人:subj 走上:verb 刊物:obj
9|立体:subj 看看:verb 令人:obj
